boottime,jvm.metrics.logWarn,load_five,metricssystem.MetricsSystem.num_sources,mapred.tasktracker.mapTaskSlots,cpu_aidle,metricssystem.MetricsSystem.num_sinks,dfs.datanode.bytes_written,metricssystem.MetricsSystem.publish_imax_time,metricssystem.MetricsSystem.snapshot_num_ops,jvm.metrics.threadsBlocked,dfs.datanode.readBlockOp_avg_time,mapred.shuffleOutput.shuffle_handler_busy_percent,rpcdetailed.rpcdetailed.canCommit_num_ops,metricssystem.MetricsSystem.publish_stdev_time,cpu_idle,jvm.metrics.threadsTimedWaiting,rpcdetailed.rpcdetailed.done_avg_time,dfs.datanode.writeBlockOp_num_ops,cpu_num,cpu_speed,mem_total,jvm.metrics.gcCount,dfs.datanode.blocks_read,mem_shared,metricssystem.MetricsSystem.publish_max_time,metricssystem.MetricsSystem.publish_avg_time,bytes_in,cpu_system,dfs.datanode.blocks_removed,metricssystem.MetricsSystem.snapshot_max_time,metricssystem.MetricsSystem.sink.ganglia.latency_num_ops,cpu_nice,rpcdetailed.rpcdetailed.canCommit_avg_time,mem_free,mapred.tasktracker.tasks_completed,jvm.metrics.threadsWaiting,rpc.rpc.RpcQueueTime_avg_time,rpcdetailed.rpcdetailed.getMapCompletionEvents_num_ops,dfs.datanode.blocks_replicated,load_fifteen,bytes_out,metricssystem.MetricsSystem.snapshot_min_time,mapred.tasktracker.reduces_running,disk_total,jvm.metrics.gcTimeMillis,rpcdetailed.rpcdetailed.statusUpdate_avg_time,dfs.datanode.heartBeats_num_ops,dfs.datanode.writes_from_local_client,rpc.rpc.rpcAuthorizationSuccesses,metricssystem.MetricsSystem.publish_num_ops,rpcdetailed.rpcdetailed.ping_avg_time,metricssystem.MetricsSystem.sink.ganglia.latency_avg_time,rpcdetailed.rpcdetailed.done_num_ops,jvm.metrics.memHeapCommittedM,cpu_wio,rpcdetailed.rpcdetailed.getTask_num_ops,dfs.datanode.bytes_read,jvm.metrics.threadsNew,jvm.metrics.logFatal,rpc.rpc.ReceivedBytes,mapred.tasktracker.reduceTaskSlots,jvm.metrics.memNonHeapCommittedM,rpcdetailed.rpcdetailed.ping_num_ops,cpu_user,rpcdetailed.rpcdetailed.getProtocolVersion_avg_time,pkts_out,mapred.shuffleOutput.shuffle_output_bytes,rpcdetailed.rpcdetailed.statusUpdate_num_ops,proc_run,dfs.datanode.readBlockOp_num_ops,dfs.datanode.reads_from_local_client,swap_total,metricssystem.MetricsSystem.snapshot_imin_time,rpcdetailed.rpcdetailed.commitPending_num_ops,jvm.metrics.logError,jvm.metrics.logInfo,metricssystem.MetricsSystem.snapshot_avg_time,disk_free,rpcdetailed.rpcdetailed.getTask_avg_time,part_max_used,metricssystem.MetricsSystem.snapshot_stdev_time,dfs.datanode.writes_from_remote_client,dfs.datanode.writeBlockOp_avg_time,mapred.tasktracker.maps_running,mem_buffers,dfs.datanode.heartBeats_avg_time,mem_cached,proc_total,jvm.metrics.threadsRunnable,swap_free,metricssystem.MetricsSystem.publish_imin_time,rpcdetailed.rpcdetailed.commitPending_avg_time,rpcdetailed.rpcdetailed.getMapCompletionEvents_avg_time,mapred.tasktracker.failedDirs,rpc.rpc.RpcProcessingTime_num_ops,rpc.rpc.RpcProcessingTime_avg_time,metricssystem.MetricsSystem.snapshot_imax_time,metricssystem.MetricsSystem.publish_min_time,mapred.shuffleOutput.shuffle_success_outputs,rpc.rpc.RpcQueueTime_num_ops,load_one,dfs.datanode.reads_from_remote_client,jvm.metrics.threadsTerminated,jvm.metrics.memHeapUsedM,rpc.rpc.SentBytes,pkts_in,rpcdetailed.rpcdetailed.getProtocolVersion_num_ops,dfs.datanode.blocks_written,metricssystem.MetricsSystem.dropped_pub_all,jvm.metrics.memNonHeapUsedM
1426097781,107374179.85,2.1166666667,5,8,96.1,1,0,1.4012984643E-045,178956714.14,0,41,0,0,0,99.9,8.2,0,0,8,2327,8193200,2682.8,0,0,1,0,6157.62,0.1,0,17,0.1203703704,0,0,4917828,0,19.6,0.3333333333,0,0,5.0033333333,7657.62,0,0,81.448,107373726.4,0,0.325,0,0,0.1203703704,0,1,0,26.7,0,0,0,0,0,0,8,21.8125,0,0,0,74.17,0,0,0,0,0,62500840,0,0,107374179.85,107374181,0,45.8636,1,43.6,0,0,21,0,0,1,2799068,368,6.8,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0.3333333333,0,0,15.875114,0,69.87,0,0,0,15.452669
1426097781,178956966.42,1.67,5,8,96.1,1,0,1.4012984643E-045,0.6888888889,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,854,0,0,1,0,6157.62,0.0666666667,0,17,0.1148148148,0,0,4917828,0,7,0.3333333333,0,0,4.65,7657.62,0,0,81.448,178956210.67,0,0.4212962963,0,0,0.1148148148,0,1,0,25.5,0,0,0,0,0,0,8,23.6875,0,0,0,74.17,0,0,0,0,0,62500840,0,0,178956966.42,178956968.33,0.0944444444,45.977,1,43.6,0.2313406979,0,21,0,0,1,2799068,368,8,62445944,0,1,0.1666666667,0,0,0,0.5666666667,0,0,0,0.08,0,0,14.480753667,0,69.87,0,0,0,13.853783
1426097781,0,1.67,5,8,96.1,1,0,1.4012984643E-045,0.6888888889,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,854,0,0,1,0,6157.62,0,0,17,0.1148148148,0,0,4917828,0,7,0.3333333333,0,0,4.65,7657.62,0,0,81.448,0,0,0.3685185185,0,0,0.1148148148,0,1,0,25.5,0,0,0,0,0,0,8,23.6875,0,0,0,74.17,0,0,0,0,0,62500840,0,0,0,0,0.0944444444,45.977,1,43.6,0.2313406979,0,21,0,0,1,2799068,368,8,62445944,0,1,0.1666666667,0,0,0,0.5666666667,0,0,0,0.08,0,0,14.677028967,0,69.87,0,0,0,13.853783
1426097781,0,1.67,5,8,96.1,1,0,1.4012984643E-045,0.5,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,854,0,0,1,0,6157.62,0,0,17,0.0833333333,0,0,4917868.8,0,7,0.3333333333,0,0,4.65,7657.62,0,0,81.448,0,0,0.3685185185,0,0,0.0833333333,0,1,0,25.5,0,0,0,0,0,0,8,23.6875,0,0,0,74.17,0,0,0,0,0,62500840,0,0,0,0,0,45.977,1,43.6,0,0,21,0,0,1,2799068,368,8,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0.08,0,0,14.677028967,0,69.87,0,0,0,13.853783
1426097781,0,1.67,5,8,96.1,1,0,1.4012984643E-045,0.5181818182,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,854,0,0,1,0,6157.62,0,0,17,0.0863636364,0,0,4918032,0,7,0.3333333333,0,0,4.65,7657.62,0,0,81.448,0,0,0.3166666667,0,0,0.0863636364,0,1,0,25.5,0,0,0,0,0,0,8,23.6875,0,0,0,74.17,0,0,0,0,0,62500840,0,0,0,0,0,45.977,1,43.6,0,0,21,0,0,1,2799068,368,8,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0.08,0,0,14.838057,0,69.87,0,0,0,13.853783
1426097781,0,1.67,5,8,96.1,1,0,1.4012984643E-045,0.6524064171,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,854,0,0,1,0,6157.62,0,0,17,0.1087344029,0,0,4918032,0,7,0.3333333333,0,0,4.65,7657.62,0,0,81.448,0,0,0.2590909091,0,0,0.1087344029,0,1,0,25.5,0,0,0,0,0,0,8,23.6875,0,0,0,74.17,0,0,0.6666666667,0,0,62500840,0,0,0,0,0,45.977,1,43.6,0,0,21,0,0,1,2799068,366.66666667,8,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0.08,0,0,14.9265702,0,69.87,0,0,0,13.853783
1426097781,0,1.4566666667,5,8,96.1,1,0,1.4012984643E-045,0.5960784314,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,854,0,0,1,0,6157.62,0,0,17,0.0993464052,0,0,4918032,0,7,0.3333333333,0,0,4.442,7657.62,0,0,81.448,0,0,0.3654188948,0,0,0.0993464052,0,1,0,25.5,0,0,0,0,0,0,8,23.6875,0,0,0,74.17,0,0,1,0,0,62500840,0,0,0,0,0,45.977,1,43.6,0,0,21,0,0,1,2799068,366,8,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0.048,0,0,15.076291333,0,69.87,0,0,0,13.853783
1426097781,0,1.27,5,8,96.1,1,0,1.4012984643E-045,0.6509803922,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,854,0,0,1,0,6157.62,0,0,17,0.108496732,0,0,4918032,0,7,0.3333333333,0,0,4.26,7657.62,0,0,81.448,0,0,0.3254901961,0,0,0.108496732,0,1,0,25.5,0,0,0,0,0,0,8,23.6875,0,0,0,74.17,0,0,1,0,0,62500840,0,0,0,0,0.1222222222,45.977,1,43.6,0.2993820797,0,21,0,0,1.1777777778,2799068,366,8,62445944,0,1,0.1666666667,0,0,0,0.7333333333,0,0,0,0.02,0,0,15.167859333,0,69.87,0,0,0,13.853783
1426097781,0,1.27,5.6,8,96.1,1,0,1.4012984643E-045,248.08235294,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,854,0,0,1,0,6157.62,0,0,32.6,0.0870588235,0,0,4918032,0,7,0.3333333333,0,0,4.26,7657.62,0,0,81.448,0,0,0.368627451,0,0,0.0870588235,0,1.6,0,25.5,0,0,0,0,0,0,8,23.6875,0,0,0,74.17,0,0,1,0,0,62500840,0,0,0,0,0.0666666667,45.977,1,43.6,0.1632993162,0,21,0,0,1.0888888889,2799068,366,8,62445944,0,1,0.1666666667,0,0,0,0.4,0,0,0,0.02,0,0,15.312875467,0,69.87,0,0,0,13.853783
1426097781,4.08,1.27,5.4,8,96.1,1,0,1.4012984643E-045,184069927.44,0,41,0,0,0,99.9,7.6,0,0,8,2327,8193200,2690.6,0,0,1,0,6157.62,0,0,27.4,0.1123809524,0,0,4918032,0,19.6,0.3333333333,0,0,4.26,7657.62,0,0,81.448,730.36,0,0.2847058824,0,0,0.1123809524,0,1.4,0,26.55,0,0,0,0,0,0,8,21.8125,0,0,0,74.17,0,0,1,0,0,62500840,0,0,4.08,2.24,0,45.977,1,43.6,0,0,21,0,0,1,2799068,366,6.8,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0.02,0,0,15.4689014,0,69.87,0,0,0,15.452669
1426097781,184070025.32,1.27,5.6666666667,8,96.1,1,0,1.4012984643E-045,102261222.08,0,41,0,0,0,99.9,7.4,0,0,8,2327,8193200,2078.4,0,0,1,0,6157.62,0,0,34.333333333,0.0868347339,0,0,4918032,0,15.4,0.3333333333,0,0,4.26,7657.62,0,0,81.448,184069731.35,0,0.38,0,0,0.0868347339,0,1,0,26.2,0,0,0,0,0,0,8,22.4375,0,0,0,74.17,0,0,0.3333333333,0,0,62500840,0,0,184070025.32,184070026.06,0,45.977,1,43.6,0,0,21,0,0,1,2799068,366,7.2,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0.02,0,0,15.5699508,0,69.87,0,0,0,14.919707
1426097781,102261127.67,1.27,5.4666666667,8,96.1,1,0,1.4012984643E-045,134744048.29,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,2896.6666667,0,0,1,0,6157.62,0,0,29.133333333,0.0901960784,0,0,4918032,0,21,0.3333333333,0,0,4.26,7657.62,0,0,81.448,102261407.55,0,0.2843137255,0,0,0.0901960784,0,1,0,26.666666667,0,0,0,0,0,0,8,21.604166667,0,0,0,74.17,0,0,0,0,0,62500840,0,0,102261127.67,102261126.96,0.0888888889,45.977,1,43.6,0.2177324216,0,21,0,0,1,2799068,366,6.6666666667,62445944,0,1,0.1666666667,0,0,0,0.5333333333,0,0,0,0.02,0,0,14.036023333,0,69.87,0,0,0,15.630323
1426097781,134744071.63,1.142,5.4,8,96.1,1,0,1.4012984643E-045,151587069.62,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,2283.8666667,0,0,1,0,6157.62,0,0,27.4,0.1039215686,0,0,4918032,0,16.8,0.3333333333,0,0,4.092,7657.62,0,0,81.448,134744000.41,0,0.3019607843,0,0,0.1039215686,0,1,0,26.316666667,0,0,0,0,0,0,8,22.229166667,0,0,0,74.17,0,0,0,0,0,62500840,0,0,134744071.63,134744071.81,0.1571428571,45.977,1,43.6,0.3961347635,0,21,0,0,1,2799068,366,7.0666666667,62445944,0,1,0.1666666667,0,0,0,1,0,0,0,0.06,0,0,14.622020867,0,69.87,0,0,0,15.097361
1426097781,151587080.84,0.95,6,8,96.1,1,0,1.4012984643E-045,207.05,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,2080.4,0,0,1,0,6157.62,0,0,43,0.0833333333,0,0,4918032,0,15.4,0.3333333333,0,0,3.84,7657.62,0,0,81.448,151587045.33,0,0.3470588235,0,0,0.0833333333,0,1,0,26.2,0,0,0,0,0,0,8,22.4375,0,0,0,74.17,0,0,0,0,0,62500840,0,0,151587080.84,151587080.93,0.0571428571,45.977,1,43.6,0.1511857892,0,21,0,0,1,2799068,366,7.2,62445944,0,1,0.1666666667,0,0,0,0.4,0,0,0,0.12,0,0,16.0109464,0,69.87,0,0,0,14.919707
1426097781,3.4,0.95,6,8,96.1,1,0,1.4012984643E-045,0.7308823529,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,3920.6,0,0,1,0,6157.62,0.06,0,43,0.1044117647,0,0,4918032,0,28,0.3333333333,0,0,3.84,7657.62,0,0,81.448,608.91666667,0,0.3,0,0,0.1044117647,0,1,0,27.25,0,0,0,0,0,0,8,20.5625,0,0.06,0,74.17,0,0,0,0,0,62500840,0,0,3.4,1.8666666667,0.1285714286,45.977,1,43.6,0.3401680257,0,21,0,0,1,2799068,366,6,62445944,0,1,0.1666666667,0,0,0,0.9,0,0,0,0.12,0,0,15.8421508,0,69.87,0,0,0,16.518593
1426097781,0,0.95,6,8,96.1,1,0,1.4012984643E-045,0.7308823529,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,3922.9666667,0,0,1,0,6157.62,0.1,0,43,0.1044117647,0,0,4918032,0,28,0.3333333333,0,0,3.84,7657.62,0,0,81.448,0.1691176471,0,0.3529411765,0,0,0.1044117647,0,1,0,27.25,0,0,0,0,0,0,8,20.5625,0,0.1,0,74.17,0,0,0,0,0,62500840,0,0,0,0,0.1285714286,45.977,1,43.6,0.3401680257,0,21,0,0,1,2799068,366,6,62445944,0,1,0.1666666667,0,0,0,0.9,0,0,0,0.12,0,0,13.9511476,0,69.87,0,0,0,16.518593
1426097781,0,0.95,5.0666666667,8,96.1,1,0,1.4012984643E-045,235801786.43,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,3922.9666667,0,0,1,0,6157.62,0.1,0,18.733333333,0.1176470588,0,0,4918793.6,0,28,0.3333333333,0,0,3.84,7657.62,0,0,81.448,0.1691176471,0,0.3529411765,0,0,0.1176470588,0,1,0,27.25,0,0,0,0,0,0,8,20.5625,0,0.1,0,74.17,0,0,0,0,0,62500840,0,0,0,0,0.0095238095,45.977,1,43.6,0.0251976315,0,21,0,0,1,2799075.4667,365.06666667,6,62445944,0,1,0.1666666667,0,0,0,0.0666666667,0,0,0,0.12,0,0,13.9511476,0,69.87,0,0,0,16.518593
1426097781,235802120.45,0.95,5,8,96.1,1,0,1.4012984643E-045,50528954.788,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,1058.6666667,0,0,1,0,6157.62,0.1,0,17,0.1176470588,0,0,4918848,0,8.4,0.3333333333,0,0,3.84,7657.62,0,0,81.448,235801122.9,0,0.3568627451,0,0,0.1176470588,0,1,0,25.616666667,0,0,0,0,0,0,8,23.479166667,0,0.1,0,74.17,0,0,0,0,0,62500840,0,0,235802120.45,235802122.98,0,45.977,1,43.6,0,0,21,0,0,1,2799076,365,7.8666666667,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0.12,0,0,16.143401733,0,69.87,0,0,0,14.031437
1426097781,50529025.812,0.7966666667,5,8,96.1,1,0,1.4012984643E-045,0.568627451,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,854,0,0,1,0,6157.62,0.1,0,17,0.0947712418,0,0,4918848,0,7,0.3333333333,0,0,3.6266666667,7657.62,0,0,81.448,50528812.047,0,0.4,0,0,0.0947712418,0,1,0,25.5,0,0,0,0,0,0,8,23.6875,0,0.1,0,74.243333333,0,0,0,0,0,62500840,0,0,50529025.812,50529026.353,0.3333333333,45.977,1,43.6,0.8164965809,0,21,0,0,1,2799076,365,8,62445944,0,1,0.1666666667,0,0,0,2,0,0,0,0.06,0,0,16.483112,0,69.89,0,0,0,13.853783
1426097781,0,0.72,5.8666666667,8,96.1,1,0,1.4012984643E-045,316.70588235,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,854,0,0,1,0,6274.7066667,0.1,0,39.533333333,0.0620915033,0,0,4918848,0,7,0.3333333333,0,0,3.52,7671.9933333,0,0,81.448,0,0,0.3039215686,0,0,0.0620915033,0,1,0,25.5,0,0,0,0,0,0,8,23.6875,0,0.1,0,74.28,0,0,0,0,0,62500840,0,0,0,0,0.1904761905,45.977,1,43.6,0.4908685261,0,21,0,0,1,2799076,365,8,62445944,0,1,0.1666666667,0,0,0,1.2666666667,0,0,0,0.03,0,0,16.562014667,0,69.9,0,0,0,13.853783
1426097781,5.2,0.72,5.2666666667,8,96.1,1,0,1.4012984643E-045,262469942.61,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,3519,0,0,1,0,6333.25,0.0133333333,0,23.933333333,0.1379084967,0,0,4918848,0,25.2,0.3333333333,0,0,3.52,7679.18,0,0,81.448,931.97254902,0,0.237254902,0,0,0.1379084967,0,1,0,27.016666667,0,0,0,0,0,0,8,20.979166667,0,0.0133333333,0,74.28,0,0,0,0,0,62500840,0,0,5.2,2.8549019608,0.0380952381,45.977,1,43.6,0.1007905261,0,21,0,0,1,2799076,365,6.2666666667,62445944,0,1,0.1666666667,0,0,0,0.2666666667,0,0,0,0.03,0,0,14.191666933,0,69.9,0,0,0,16.163285
1426097781,262470219.01,0.72,5.9333333333,8,96.1,1,0,1.4012984643E-045,23861236.177,0,41,0,0,0,99.9,7.7333333333,0,0,8,2327,8193200,1674.7333333,0,0,1,0,6333.25,0,0,41.266666667,0.0660130719,0,0,4918848,0,12.6,0.3333333333,0,0,3.52,7679.18,0,0,81.448,262469393.29,0,0.4294117647,0,0,0.0660130719,0,1,0,26.15,0,0,0,0,0,0,8,22.854166667,0,0,0,74.28,0,0,0,0,0,62500840,0,0,262470219.01,262470221.1,0.4,45.977,1,43.6,0.7343427396,0,21,0,0,1,2799076,365.93333333,7.4666666667,62445944,0,1,0.1666666667,0,0,0,1.8666666667,0,0,0,0.03,0,0,12.2081588,0,69.9,0,0,0,14.564399
1426097781,23860934.456,0.72,5.2,8,96.1,1,0,1.4012984643E-045,286330813.11,0,41,0,0,0,99.9,6.1333333333,0,0,8,2327,8193200,3725.9333333,0,0,1,0,6333.25,0,0,22.2,0.1450980392,0,0,4918848,0,26.6,0.3333333333,0,0,3.52,7679.18,0,0,81.448,23861831.584,0,0.2529411765,0,0,0.1450980392,0,1,0,27.15,0,0,0,0,0,0,8,20.770833333,0,0,0,74.28,0,0,0,0,0,62500840,0,0,23860934.456,23860932.186,0.0857142857,45.977,1,43.6,0.1573591585,0,21,0,0,1,2799076,366,7.0666666667,62445944,0,1,0.1666666667,0,0,0,0.4,0,0,0,0.03,0,0,16.540302933,0,69.9,0,0,0,16.340939
1426097781,286331147.47,0.72,6,8,96.1,1,0,1.4012984643E-045,388.5625,0,41,0,0,0,99.9,7.6,0,0,8,2327,8193200,1470.2,0,0,1,0,6333.25,0,0,43,0.0625,0,0,4918848,0,11.2,0.3333333333,0,0,3.52,7679.18,0,0,81.448,286330149.35,0,0.4470588235,0,0,0.0625,0,2,0,26.05,0,0,0,0,0,0,8,23.0625,0,0,0,74.28,0,0,0,0,0,62500840,0,0,286331147.47,286331149.99,0,45.977,1,43.6,0,0,21,0,0,1,2799076,366,7.8,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0.03,0,0,12.8618162,0,69.9,0,0,0,14.386745
1426097781,6.375,0.692,6,8,96.1,1,0,1.4012984643E-045,26.448611111,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,3934,0,0,1,0,6333.25,0,0,43,0.0819444444,0,0,4918848,0,28,0.3333333333,0,0,3.4706666667,7679.18,0,0,81.448,1142.875,0,0.25,0,0,0.0819444444,0,1.2,0,27.25,0,0,0,0,0,0,8,20.5625,0,0,0,74.28,0,0,0,0,0,62500840,0,0,6.375,3.5,0.1142857143,45.977,1,43.6,0.3023715784,0,21,0,0,1,2799076,366,6,62445944,0,1,0.1666666667,0,0,0,0.8,0,0,0,0.026,0,0,14.599632,0,69.9,0,0,0,16.518593
1426097781,0.425,0.51,6,8,96.1,1,0,1.4012984643E-045,0.6633986928,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,3935.0666667,0,0,1,0,6333.25,0,0,43,0.0947712418,0,0,4918848,0,28,0.3333333333,0,0,3.15,7679.18,0,0,81.448,76.336111111,0,0.25,0,0,0.0947712418,0,2,0,27.25,0,0,0,0,0,0,8,20.5625,0,0,0,74.28,0,0,0,0,0,62500840,0,0,0.425,0.2333333333,0.0952380952,45.977,1,43.6,0.2519763153,0,21,0,0,1,2799076,366,6,62445944,0,1,0.1666666667,0,0,0,0.6666666667,0,0,0,0,0,0,13.733643867,0,69.9,0,0,0,16.518593
1426097781,0,0.51,6,8,96.1,1,0,1.4012984643E-045,0.7754901961,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,3936.3333333,0,0,1,0,6333.25,0,0,43,0.1107843137,0,0,4918848,0,28,0.3333333333,0,0,3.15,7679.18,0,0,81.448,0.0751633987,0,0.3039215686,0,0,0.1107843137,0,2.2,0,27.25,0,0,0,0,0,0,8,20.5625,0,0,0,74.28,0,0,0,0,0,62500840,0,0,0,0,0.2285714286,45.977,1,43.6,0.6047431568,0,21,0,0,1,2799076,365.8,6,62445944,0,1,0.1666666667,0,0,0,1.6,0,0,0,0,0,0,14.289751667,0,69.9,0,0,0,16.518593
1426097781,0,0.51,5.6,8,96.1,1,0,1.4012984643E-045,156180403.7,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,3937.2,0,0,1,0,6333.25,0,0,32.6,0.1227272727,0,0,4918848,0,28,0.3333333333,0,0,3.15,7679.18,0,0,81.448,0.0803921569,0,0.3794117647,0,0,0.1227272727,0,2.2,0,27.25,0,0,0,0,0,0,8,20.5625,0,0,0,74.28,0,0,0,0,0,62500840,0,0,0,0,0,45.977,1,43.6,0,0,21,0,0,1,2799076,365,6,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0,0,0,16.732529,0,69.9,0,0,0,16.518593
1426097781,156180625.24,0.51,5.6666666667,8,96.1,1,0,1.4012984643E-045,130150580.24,0,41,0,0,0,99.9,7,0,0,8,2327,8193200,2704.8,0,0,1,0,6333.25,0,0,34.333333333,0.0998217469,0,0,4918858.6667,0,19.6,0.3333333333,0,0,3.15,7679.18,0,0,81.448,156179963.88,0,0.4045454546,0,0,0.0998217469,0,1,0,26.65,0,0,0,0,0,0,8,21.8125,0,0,0,74.28,0,0,0,0,0,62500840,0,0,156180625.24,156180626.91,0,45.977,1,43.6,0,0,21,0,0,1,2799076,365,6.8,62445944,0,1,0.1666666667,0,0,0,1.4012984643E-045,0,0,0,0,0,0,14.646533,0,69.9,0,0,0,15.452669
